Year of YearDate	Local Health District	Locality	Bachelor's degree or higher (B23006)	Cost Burdened Households	Home Ownership Rate	Housing units with a mortgage- 30.0% + (DP04)	Housing units without a mortgage - 30.0% + (DP04)	LEP Pop2	LEP Population (S1601)	Less than high school graduate (B23006)	Occupied housing units (DP04)	Occupied rentals - 30.0% + (DP04)	Owner-occupied housing units (DP04)	PopEst Total Population	Population 18-64 (DP05)	Population 65+ (DP05)	Population Under 18 (DP05)	Total Population 25-64 (B23006)	Total Population 5+ (S1601)	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma	Voter Turnout	Voter Turnout2	WCRegion	WCRegion_ID	# Unemployed (LMI)	0-17 Poverty Count (SAIPE)	0-17 Poverty Universe (SAIPE)	ACS Year	AHEC_ID	Arrests per 1,000 Residents	Arrests per 1,000 Residents - % of Va. Total	Average earnings per job (dollars) (BEA)	BEA Combined with:	BEA_fips	BEAFIPS	Below poverty level; 18 to 64 years (S1701)	Below poverty level; 65+ (S1701)	Below poverty level; Population for whom poverty status is determined (S1701)	Below poverty level; Under 18 years (S1701)	CBSA Code	Children in Poverty	Civilian noninstitutionalized population (S2701)	COVF_ID	CSB_ID	Education Enrollment (Dept of Ed)	Education Expenditures (Dept of Ed)	Education Spending per Student	Education Spending per Student - % of Va. Total	ERSTypology_ID	FIPS	Fips (2017 Sdoh)	Geography Year Sum	HSARegion_ID	Income maintenance benefits (BEA)	Information	Instructions	Insured: 18-64 (SAHIE)	Insured: Under 65 (SAHIE)	Labor Force (LMI)	LHD Year Sum	LHD_ID	Locality (2017 SDOH)	Locality Year Sum 5yr%	Locality Year Sum Ann%	Locality Year Sum Ann$	Mean income (dollars) per person (S1902)	Measure Selector - 5yr%	Measure Selector - Ann%	Measure Selector - Ann$	Per Capita Income	Per Capita Income - % of Va. Total	Per Capita Income Maintenance Benefits	Per capita income maintenance benefits (BEA)	Per capita personal income (BEA)	Per Job Income	Personal income (thousands of dollars) (BEA)	PlanningDistrict_ID	PlanningDistrict_Label	Population (BEA)	Population 18-64 (S1701)	Population 18-64 (SAHIE)	Population 65 + (S1701)	Population below 200% FPL	Population for whom poverty status is determined (S1701)	Population in Poverty	Population Under 65 (SAHIE)	Poverty Count (SAIPE)	Poverty Universe (SAIPE)	RUCC_2013_Label	SAHIE Population under 18	SAHIE Uninsured Children	State	Total Employment; Number of Jobs (BEA)	Total Group A Offenses (Crime Report)	Total Housing Units (DP05)	Total Population (DP05)	Total population (S1902)	Total Population Estimate (CB)	Total Population; Under 18 years (S1701)	Total Voting Age Citizens (Voting)	Total; All Individuals below: - 200 %+ FPL (S1701)	Unemployment Rate	Uninsured Children	Uninsured population (S2701)	Uninsured Population2	Uninsured: 18-64 (SAHIE)	Uninsured: Under 65 (SAHIE)	Virginia Year Sum	Virginia Year Sum (Values)	Virginia Year Sum Ann%	WIA_ID	WIA_Label	Year	YearDate
2015	Fairfax	Fairfax City	7533	30%	70%	1101	139	14%	3063	864	8467	1271	5925	23402	15052	3496	4854	12997	21881	64%	58%	7%	4742	30%	Northern	Northern	448	409	5266	2011	4	11	1		Fairfax County & Falls Church	51919	51919	1271	135	1593	187	47900	8%	22898	4	14					0	51600	51600	7722545.7%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	12823	17806	12784	29.8%	12	Fairfax City	29.7%	8%		45545	30%	8%									8	Northern Virginia		14862	14544	3135	16%	22778	7%	19860	1724	23503	Metro - Counties in metro areas of 1 million population or more	5316	333	Virginia		271	8780	23402	23402	23723	4781	15640	3671	4%	6%	2587	10%	1721	2054	31.9%	$60,138.67	15%	11	Area XI	2015	1/1/2015 12:00:00 AM
2015	Fairfax	Fairfax	392568	30%	68%	56611	5755	15%	153055	48515	392355	54766	265693	1128722	732921	124787	271014	641715	1052468	65%	61%	8%	194695	27%	Northern	Northern	21912	20112	268349	2011	4	10	1	82464	Falls Church & Fairfax City	51919	51919	40203	6090	66762	20469	47900	7%	1115267	4	14	184963.93	2629775248.21	$14,218	$1	0	51059	51059	7722545.7%	2	387502	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	648129	906650	612904	29.8%	12	Fairfax County	29.9%	7%	$82,464	51025	30%	7%	$82,464	$75,081	158%	$330	330	75081	$82,464	88232397	8	Northern Virginia	1175159	726845	724371	123304	15%	1119457	6%	994228	69985	1130164	Metro - Counties in metro areas of 1 million population or more	269857	11336	Virginia	877375	11712	409963	1128722	1128722	1137472	269308	712215	172945	4%	4%	121273	9%	76242	87578	31.9%	$60,138.67	15%	11	Area XI	2015	1/1/2015 12:00:00 AM
2015	Loudoun	Loudoun	118806	29%	77%	20861	1157	10%	32086	11070	113432	11149	87461	351129	220052	26722	104355	196440	323239	63%	60%	6%	79157	37%	Northern	Northern	7135	4279	108267	2011	4	6	0	62792	NA	51107	51107	8662	1252	14047	4133	47900	4%	349284	4	21	73949.6	955041713.11	$12,915	$1	0	51107	51107	7722545.7%	2	81874	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	214078	319530	199821	29.2%	17	Loudoun County	29.2%	4%	$62,792	47495	29%	4%	$62,792	$70,046	120%	$219	219	70046	$62,792	26236474	8	Northern Virginia	374559	219520	233633	26442	11%	349280	4%	342575	13953	373815	Metro - Counties in metro areas of 1 million population or more	108942	3490	Virginia	220618	2166	118919	351129	351129	374559	103318	213500	38618	4%	3%	27841	7%	19555	23045	31.9%	$60,138.67	15%	11	Area XI	2015	1/1/2015 12:00:00 AM
2015	Prince William	Prince William	95195	33%	71%	23620	1370	12%	46820	23443	136794	19666	97744	437271	279559	34529	123183	241103	402705	64%	39%	10%	69752	26%	Northern	Northern	9560	11110	123552	2011	4	14	1	51258	Manassas & Manassas Park	51942	51942	15404	1393	28739	11942	47900	9%	429049	4	31	86584.37	934644544.64	$10,795	$1	0	51153	51153	7722545.7%	2	238512	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	245942	363191	231076	32.9%	25	Prince William County	32.6%	9%	$51,258	37215	33%	9%	$51,258	$50,047	98%	$470	470	50047	$51,258	25408052	8	Northern Virginia	507684	276430	284383	34028	18%	432147	7%	408738	29925	447437	Metro - Counties in metro areas of 1 million population or more	124355	7106	Virginia	228725	6247	142786	437271	437271	450179	121689	271565	77109	4%	6%	54793	11%	38441	45547	31.9%	$60,138.67	15%	11	Area XI	2015	1/1/2015 12:00:00 AM
2015	Prince William	Manassas Park City	2582	40%	69%	1146	92	24%	3423	1390	4723	638	3246	15625	10319	1058	4248	8844	14421	66%	29%	16%	1697	20%	Northern	Northern	349	502	3959	2011	4	12	1		Prince William County & Manassas	51942	51942	743	66	1232	423	47900	13%	15539	4	31	3369.41	36833764.97	$10,932	$1	0	51685	51685	7722545.7%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8104	11713	8324	32.9%	25	Manassas Park City	39.7%	13%		28164	40%	13%									8	Northern Virginia		10319	10480	1058	27%	15545	8%	14460	1197	15639	Metro - Counties in metro areas of 1 million population or more	3980	371	Virginia		193	4895	15625	15625	15902	4168	8395	4169	4%	9%	4025	19%	2376	2747	31.9%	$60,138.67	15%	11	Area XI	2015	1/1/2015 12:00:00 AM
2015	Rappahannock Rapidan	Manassas City	6594	34%	64%	1814	253	17%	6384	4228	12433	2213	7988	40743	26391	3306	11046	22500	37412	65%	29%	19%	7641	33%	Northern	Northern	897	1677	10867	2011	4	18	1		Prince William County & Manassas Park	51942	51942	2151	253	3945	1541	47900	15%	40689	4	31	7417.16	98654781.93	$13,301	$1	0	51683	51683	7722545.7%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	21748	31875	21569	31.6%	27	Manassas City	34.4%	15%		29424	34%	15%									8	Northern Virginia		26381	26920	3306	25%	40716	10%	37897	3973	41457	Metro - Counties in metro areas of 1 million population or more	10977	850	Virginia		742	13284	40743	40743	41603	11029	22985	10253	4%	8%	7860	16%	5172	6022	31.9%	$60,138.67	15%	11	Area XI	2015	1/1/2015 12:00:00 AM
2015	Alexandria	Alexandria City	62269	34%	42%	5775	703	12%	16194	7750	66879	16329	28410	149315	108294	14562	26459	99254	138184	73%	63%	8%	33532	34%	Northern	Northern	3098	3888	26760	2011	4	11	1	80345	NA	51510	51510	8020	980	12359	3359	47900	15%	146228	4	1	14260.68	248806344.52	$17,447	$2	4	51510	51510	7722545.7%	2	68402	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	94303	119666	94043	34.1%	1	Alexandria City	34.1%	15%	$80,345	54861	34%	15%	$80,345	$82,253	154%	$447	447	82253	$80,345	12598784	8	Northern Virginia	153172	107737	109109	14208	20%	148150	9%	135899	13832	151652	Metro - Counties in metro areas of 1 million population or more	26790	1427	Virginia	127060	1660	74317	149315	149315	153172	26205	99905	30246	3%	5%	20967	12%	14806	16233	31.9%	$60,138.67	15%	12	Area XII	2015	1/1/2015 12:00:00 AM
2015	Arlington	Arlington	111202	31%	44%	8062	1183	8%	16022	8710	98441	20980	43697	223945	166327	20325	37293	148134	210484	74%	75%	6%	41651	26%	Northern	Northern	4064	3476	39568	2011	4	11	1	95848	NA	51013	51013	14348	1443	19996	4205	47900	9%	220280	4	3	24737.97	459982321.19	$18,594	$2	4	51013	51013	7722545.7%	2	64033	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	152642	191013	144113	30.7%	3	Arlington County	30.7%	9%	$95,848	63579	31%	9%	$95,848	$86,141	184%	$281	281	86141	$95,848	19631226	8	Northern Virginia	227897	164313	165130	19919	17%	221211	7%	204822	16031	226361	Metro - Counties in metro areas of 1 million population or more	39692	1321	Virginia	221836	2466	109443	223945	223945	227897	36979	159815	38380	3%	3%	21308	7%	12488	13809	31.9%	$60,138.67	15%	12	Area XII	2015	1/1/2015 12:00:00 AM
2015	Rappahannock	Spotsylvania	20915	31%	76%	7476	713	3%	4051	5928	42823	5070	32589	127691	79750	14600	33341	68864	119687	62%	30%	9%	24395	27%	Northern	Northern	2959	3539	32520	2011	5	12	1	44781	Fredericksburg	51951	51951	5992	852	10396	3552	47900	11%	126780	4	32	23745.17	240997025.99	$10,149	$1	0	51177	51177	4678716.7%	1	88249	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	70528	101666	63726	30.4%	26	Spotsylvania County	31.0%	11%	$44,781	32105	31%	11%	$44,781	$46,261	86%	$557	557	46261	$44,781	7335559	16	George Washington R.C.	158570	79711	80738	14336	21%	126799	8%	113473	9912	129561	Metro - Counties in metro areas of 1 million population or more	32735	1597	Virginia	78756	1588	45979	127691	127691	130603	32752	90535	26912	5%	5%	14237	10%	10210	11807	31.9%	$60,138.67	15%	13	Area XIII	2015	1/1/2015 12:00:00 AM
2015	Rappahannock	Stafford	27939	29%	77%	6906	481	4%	5641	4045	43405	5245	33314	137145	88026	11861	37258	73934	128257	64%	38%	5%	23758	25%	Northern	Northern	2973	2658	37236	2011	5	16	1	52238	NA	51179	51179	3779	592	6948	2577	47900	7%	131108	4	32	27676.55	272500492.56	$9,846	$1	4	51179	51179	4678716.7%	1	55240	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	79198	115062	66571	30.4%	26	Stafford County	29.1%	7%	$52,238	37198	29%	7%	$52,238	$50,200	100%	$390	390	50200	$52,238	7117976	16	George Washington R.C.	141792	84637	87138	11718	16%	133187	5%	124522	7448	137862	Metro - Counties in metro areas of 1 million population or more	37384	1520	Virginia	59353	2326	45759	137145	137145	141792	36832	95375	20712	4%	4%	10978	8%	7940	9460	31.9%	$60,138.67	15%	13	Area XIII	2015	1/1/2015 12:00:00 AM
2015	Rappahannock	Fredericksburg City	4943	39%	34%	627	106	5%	1205	1017	10080	3151	3473	27395	18894	2831	5670	13232	25436	69%	37%	8%	3386	16%	Northern	Northern	714	1289	5654	2011	5	47	3		Spotsylvania County	51951	51951	2788	240	4108	1080	47900	23%	27148	4	32	3454.81	44719019.5	$12,944	$1	0	51630	51630	4678716.7%	1		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	14916	20319	13351	30.4%	26	Fredericksburg City	38.5%	23%		29090	39%	23%									16	George Washington R.C.		16575	17071	2764	37%	24878	16%	22759	4066	25562	Metro - Counties in metro areas of 1 million population or more	5688	285	Virginia		1309	11252	27395	27395	27967	5539	20605	9205	5%	5%	3662	11%	2155	2440	31.9%	$60,138.67	15%	13	Area XIII	2015	1/1/2015 12:00:00 AM
2015	Rappahannock	King George	4386	26%	73%	1175	243	1%	156	718	8379	741	6120	24933	15520	2828	6585	13313	23195	62%	33%	5%	5246	29%	Northern	Northern	573	621	6485	2011	5	11	1	88322	NA	51099	51099	781	120	1366	465	31370	10%	24508	2	32	4329.07	37835235.81	$8,740	$1	4	51099	51099	4678716.7%	1	12825	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	14319	20589	12038	30.4%	26	King George County	25.8%	10%	$88,322	34529	26%	10%	$88,322	$51,071	169%	$504	504	51071	$88,322	1300072	16	George Washington R.C.	25456	15448	15603	2736	20%	24763	7%	22136	1791	25123	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	6533	263	Virginia	14479	274	9706	24933	24933	25456	6579	18205	4996	5%	4%	1901	7%	1284	1547	31.9%	$60,138.67	15%	13	Area XIII	2015	1/1/2015 12:00:00 AM
2015	Chesterfield	Colonial Heights City	1969	32%	63%	848	150	4%	650	845	7106	1253	4461	17515	10127	3436	3952	8623	16457	58%	23%	10%	2744	21%	Richmond	Richmond	409	679	4054	2011	3	83	6		Dinwiddie County & Petersburg	51918	51918	1051	276	1974	647	40060	17%	17268	1	28	2773.86	34861785.2	$12,568	$1	0	51570	51570	6015922.0%	4		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8809	12688	8655	28.6%	7	Colonial Heights City	31.7%	17%		27572	32%	17%									19	Crater		10119	10090	3377	31%	17333	11%	14164	1867	17566	Metro - Counties in metro areas of 1 million population or more	4074	195	Virginia		1460	7808	17515	17515	17647	3837	13230	5409	5%	5%	1957	10%	1281	1476	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Chesterfield	Chesterfield	67921	29%	76%	19014	1844	4%	13327	13828	116797	12658	89151	328176	206683	39999	81494	176741	308520	63%	38%	8%	74024	32%	Richmond	Richmond	7665	7634	80244	2011	3	21	1	48358	NA	51041	51041	14693	1508	24002	7801	40060	10%	325417	1	7	59437.92	563801804.27	$9,486	$1	0	51041	51041	6015922.0%	4	173005	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	183959	260971	177745	28.6%	7	Chesterfield County	28.7%	10%	$48,358	33220	29%	10%	$48,358	$48,754	93%	$516	516	48754	$48,358	16358793	15	Richmond Regional	335539	203745	206059	39678	20%	323229	7%	286414	22942	330633	Metro - Counties in metro areas of 1 million population or more	80355	3343	Virginia	180867	7205	125393	328176	328176	335539	79806	234210	65166	4%	4%	30399	9%	22100	25443	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Chesterfield	Powhatan	4644	26%	87%	1897	187	1%	180	1444	9730	420	8499	28207	18361	4186	5660	16012	27066	65%	29%	9%	10090	45%	Richmond	Richmond	533	439	5177	2011	3	9	1	39637	NA	51145	51145	817	272	1252	163	40060	8%	25621	1	15	4201.97	44053852.52	$10,484	$1	4	51145	51145	6015922.0%	4	8889	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	15002	19869	13372	28.6%	7	Powhatan County	25.7%	8%	$39,637	32110	26%	8%	$39,637	$49,785	76%	$317	317	49785	$39,637	1396324	15	Richmond Regional	28047	15941	16745	4160	16%	25580	6%	21941	1696	26581	Metro - Counties in metro areas of 1 million population or more	5196	329	Virginia	11237	251	10272	28207	28207	28047	5479	22325	4072	4%	6%	2167	9%	1743	2072	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Chickahominy	Charles City	552	28%	81%	487	132	0%	19	751	2883	186	2344	7118	4476	1440	1202	3979	6867	63%	14%	19%	2909	49%	Richmond	Richmond	198	211	1080	2011	3	4	0	43679	NA	51036	51036	524	137	933	272	40060	20%	7095	1	19	702.8	9570533.73	$13,618	$1	0	51036	51036	6015922.0%	4	4983	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	3545	4526	3712	24.8%	8	Charles City County	27.9%	20%	$43,679	29018	28%	20%	$43,679	$40,291	84%	$705	705	40291	$43,679	284940	15	Richmond Regional	7072	4476	4404	1440	32%	7089	12%	5488	814	7020	Metro - Counties in metro areas of 1 million population or more	1084	103	Virginia	2291	29	3303	7118	7118	7072	1173	5885	2284	5%	10%	844	18%	859	962	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Chickahominy	Goochland	4537	24%	87%	1489	134	2%	345	1037	8148	367	7088	21721	13442	4023	4256	12098	20869	62%	38%	9%	5617	33%	Richmond	Richmond	444	399	4056	2011	3	3	0	86619	NA	51075	51075	640	205	1163	318	40060	10%	20409	1	15	2440.33	27765796.97	$11,378	$1	0	51075	51075	6015922.0%	4	7689	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	12003	15907	10603	24.8%	8	Goochland County	24.4%	10%	$86,619	46366	24%	10%	$86,619	$87,606	166%	$345	345	87606	$86,619	1954932	15	Richmond Regional	22315	12258	12741	3981	17%	20424	7%	16801	1580	21244	Metro - Counties in metro areas of 1 million population or more	4060	156	Virginia	19612	73	8807	21721	21721	22315	4185	17265	3388	4%	4%	1292	5%	738	894	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Chickahominy	Hanover	21188	25%	81%	5535	827	1%	1428	2928	37463	2872	30348	101340	62639	15097	23604	53605	96507	62%	40%	5%	23549	31%	Richmond	Richmond	2181	1631	22912	2011	3	17	1	47157	NA	51085	51085	3468	666	5976	1842	40060	7%	100598	1	17	18055.19	172405564	$9,549	$1	0	51085	51085	6015922.0%	4	34388	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	56619	78631	56167	24.8%	8	Hanover County	24.6%	7%	$47,157	34701	25%	7%	$47,157	$54,622	90%	$333	333	54622	$47,157	5635388	15	Richmond Regional	103171	61193	61870	14814	16%	99296	6%	84883	6268	101182	Metro - Counties in metro areas of 1 million population or more	23013	1001	Virginia	67774	1777	39391	101340	101340	103171	23289	76355	16277	4%	4%	5951	7%	5251	6252	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Chickahominy	New Kent	2960	25%	85%	1389	114	1%	102	866	7299	295	6240	19560	12526	2743	4291	11088	18533	64%	27%	8%	6243	41%	Richmond	Richmond	428	416	4073	2011	3	10	1	34177	NA	51127	51127	712	127	1327	488	40060	10%	19020	1	19	3000.76	28114010.89	$9,369	$1	0	51127	51127	6015922.0%	4	7674	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	11180	15027	11200	24.8%	8	New Kent County	24.6%	10%	$34,177	33689	25%	10%	$34,177	$58,236	65%	$376	376	58236	$34,177	1189414	15	Richmond Regional	20424	12046	12531	2703	14%	19012	7%	16636	1331	19802	Metro - Counties in metro areas of 1 million population or more	4105	258	Virginia	7482	200	7736	19560	19560	20424	4263	15145	2617	4%	6%	1285	10%	1351	1609	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Henrico	Henrico	75667	33%	63%	17583	1926	6%	17225	13577	124589	21006	78341	318864	201033	42578	75253	174845	298491	63%	43%	8%	67932	30%	Richmond	Richmond	7602	9705	74587	2011	3	0	0	65152	NA	51087	51087	19372	2521	33914	12021	40060	13%	316845	1	19	50815.56	472849154.65	$9,305	$1	0	51087	51087	6015922.0%	4	202546	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	177874	248831	176710	32.5%	14	Henrico County	32.5%	13%	$65,152	33634	33%	13%	$65,152	$58,039	125%	$623	623	58039	$65,152	18871045	15	Richmond Regional	325142	200257	202967	41565	25%	316051	9%	277261	30037	322195	Metro - Counties in metro areas of 1 million population or more	74294	3337	Virginia	244247	94	134346	318864	318864	325142	74229	225745	79778	4%	4%	33771	10%	25093	28430	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Richmond	Richmond City	44747	44%	42%	9638	2183	4%	8918	18210	87224	26703	36875	213735	150165	24306	39264	118934	200345	70%	38%	15%	36495	22%	Richmond	Richmond	5876	14254	39224	2011	3	28	2	69504	NA	51760	51760	33143	3382	51828	15303	40060	36%	211150	1	35	23597.06	316509666.17	$13,413	$1	4	51760	51760	6015922.0%	4	274292	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	119501	156384	112566	44.2%	28	Richmond City	44.2%	36%	$69,504	28023	44%	36%	$69,504	$50,591	133%	$1,249	1249	50591	$69,504	11111188	15	Richmond Regional	219628	141360	144204	23502	46%	203150	24%	182914	50763	207741	Metro - Counties in metro areas of 1 million population or more	38710	1827	Virginia	186203	6179	99449	213735	213735	219628	38288	165080	93117	5%	5%	35719	15%	24703	26530	31.9%	$60,138.67	15%	9	Area IX	2015	1/1/2015 12:00:00 AM
2015	Rappahannock	Caroline	3240	30%	81%	2100	234	2%	434	2106	10970	920	8855	29349	18437	4237	6675	15668	27428	63%	21%	13%	6814	30%	Richmond	Richmond	749	1202	6991	2011	5	16	1	37315	NA	51033	51033	1881	313	3601	1407	40060	17%	27198	1	32	4277.09	39968620.92	$9,345	$1	4	51033	51033	4678716.7%	1	22929	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	15207	21839	14713	30.4%	26	Caroline County	29.7%	17%	$37,315	26761	30%	17%	$37,315	$40,801	72%	$766	766	40801	$37,315	1221583	16	George Washington R.C.	29940	16441	17836	4135	31%	27164	12%	24859	3531	29353	Metro - Counties in metro areas of 1 million population or more	7023	391	Virginia	8949	481	11927	29349	29349	29940	6588	22385	8499	5%	6%	3201	12%	2629	3020	31.9%	$60,138.67	15%	13	Area XIII	2015	1/1/2015 12:00:00 AM
2015	Crater	Dinwiddie	2503	26%	77%	1310	478	1%	219	2046	9939	816	7617	28110	17755	4428	5927	15130	26589	63%	17%	14%	6784	31%	Richmond	Richmond	721	974	5557	2011	6	8	1	40646	Colonial Heights & Petersburg	51918	51918	2376	583	4061	1102	40060	18%	27685	1	28	4397.18	43444049.32	$9,880	$1	0	51053	51053	4622435.6%	4	101382	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	14860	20079	13295	33.2%	9	Dinwiddie County	26.2%	18%	$40,646	23395	26%	18%	$40,646	$37,847	78%	$1,305	1305	37847	$40,646	2939137	19	Crater	77658	17255	17094	4373	31%	27397	12%	22637	3370	27210	Metro - Counties in metro areas of 1 million population or more	5543	324	Virginia	41988	235	11542	28110	28110	27967	5769	21845	8373	5%	6%	3002	11%	2234	2558	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	Crater	Petersburg City	2792	44%	41%	1185	294	3%	762	3216	12803	4112	5301	32123	20552	4926	6645	17094	29794	64%	16%	19%	3997	16%	Richmond	Richmond	1239	2958	6884	2011	6	31	2		Dinwiddie County & Colonial Heights	51918	51918	5079	735	8795	2981	40060	43%	31239	1	28	4279.19	49169558.35	$11,490	$1	0	51730	51730	4622435.6%	4		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	17107	23629	13486	33.2%	9	Petersburg City	43.7%	43%		19149	44%	43%									19	Crater		20289	20154	4659	53%	31376	28%	26915	9016	31766	Metro - Counties in metro areas of 1 million population or more	6761	239	Virginia		991	16464	32123	32123	32044	6428	24785	16671	9%	4%	5365	12%	3047	3286	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	Crater	Prince George	4634	30%	71%	1371	260	2%	875	2177	11102	1661	7835	37380	24861	4398	8121	21083	35309	67%	22%	10%	7244	25%	Richmond	Richmond	802	980	7990	2011	6	8	1	69143	Hopewell	51941	51941	2090	180	3370	1100	40060	12%	32524	1	28	6437.63	60157544.94	$9,345	$1	4	51149	51149	4622435.6%	4	55188	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	18242	25840	14852	33.2%	9	Prince George County	29.7%	12%	$69,143	24785	30%	12%	$69,143	$36,383	132%	$910	910	36383	$69,143	2206934	19	Crater	60658	21127	20503	4356	25%	33565	10%	28458	3298	33203	Metro - Counties in metro areas of 1 million population or more	7955	357	Virginia	36532	315	12192	37380	37380	38308	8082	28580	8467	5%	4%	2926	9%	2261	2618	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	Crater	Hopewell City	1433	35%	51%	820	281	4%	774	1701	8706	1983	4470	22279	13209	3480	5590	11339	20650	59%	13%	15%	2806	17%	Richmond	Richmond	729	1883	5592	2011	6	36	2		Prince George County	51941	51941	2278	315	4165	1572	40060	34%	21948	1	28	4273.68	44000969.83	$10,296	$1	4	51670	51670	4622435.6%	4		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	11051	16374	9609	33.2%	9	Hopewell City	35.4%	34%		20700	35%	34%									19	Crater		13147	13192	3303	43%	21879	21%	18746	4531	22027	Metro - Counties in metro areas of 1 million population or more	5554	231	Virginia		814	10223	22279	22279	22350	5429	16085	9515	8%	4%	3044	13%	2141	2372	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Amelia	971	29%	81%	717	145	1%	99	1178	4704	494	3824	12777	7817	2234	2726	6784	12095	61%	14%	17%	4052	40%	Southside	Southside	277	454	2672	2011	6	7	0	40551	NA	51007	51007	893	105	1471	473	40060	17%	12678	1	9	1798.91	16522873.33	$9,185	$1	0	51007	51007	4622435.6%	4	9604	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6574	9041	6183	29.3%	22	Amelia County	28.8%	17%	$40,551	24868	29%	17%	$40,551	$40,473	78%	$746	746	40473	$40,551	520848	14	Commonwealth R.C.	12869	7806	7770	2146	34%	12665	11%	10443	1413	12762	Metro - Counties in metro areas of 1 million population or more	2673	206	Virginia	4405	86	5414	12777	12777	12869	2713	10040	4247	4%	8%	1819	13%	1196	1402	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Crater	Sussex	636	27%	65%	310	116	1%	111	2074	3149	428	2061	11864	8472	1633	1759	7438	11324	71%	9%	28%	3129	32%	Southside	Southside	278	542	1871	2011	6	12	1	42387	NA	51183	51183	724	138	1362	500	40060	29%	6626	1	28	1080.33	17745490.86	$16,426	$1	4	51183	51183	4622435.6%	4	12013	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	4540	6275	4067	33.2%	9	Sussex County	27.1%	29%	$42,387	15143	27%	29%	$42,387	$28,915	81%	$1,025	1025	28915	$42,387	338884	19	Crater	11720	3360	5427	1526	44%	6629	22%	7272	2008	9100	Metro - Counties in metro areas of 1 million population or more	1845	110	Virginia	4926	144	4007	11864	11864	11720	1743	9910	2921	7%	6%	544	14%	887	997	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
